Platform,Domain,Title,Organization,Rating,Learners,Duration,Difficulty,Price,Duration_Months,Is_Paid,Difficulty_Clean,Difficulty_Encoded,Success_Label
Coursera,Physical Science and Engineering,ææºåå­¦,Xi'an Jiaotong University,4.4,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,0
Coursera,Physical Science and Engineering,IntroducciÃ³n a la mecÃ¡nica de suelos,Pontificia Universidad CatÃ³lica de Chile,4.8,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Material Processing,Georgia Institute of Technology,4.8,1100.0,1 - 4 Weeks,,Paid,0.25,1,,0.0,0
Coursera,Physical Science and Engineering,"Beauty, Form & Function: An Exploration of Symmetry","Nanyang Technological University, Singapore",3.7,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Tesoros de la FÃ­sica y sus Descubridores I,Universidad de los Andes,4.8,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,MecÃ¡nica de materiales,Pontificia Universidad CatÃ³lica de Chile,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,"Anthropometry, Biomechanics, and Motor Skills in User Design",Arizona State University,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Environmental Studies,"Birla Institute of Technology & Science, Pilani",4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Chemical Engineering Thermodynamics 2,Korea Advanced Institute of Science and Technology(KAIST),4.9,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Particle Dynamics,Korea Advanced Institute of Science and Technology(KAIST),4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,çµç£å­¦ä¸ââæå®çµåº,Peking University,4.9,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,4.8,7950.0,1 - 3 Months,Advanced,Paid,1.0,1,advanced,2.0,1
Coursera,Physical Science and Engineering,"Introduzione alla fisica sperimentale: meccanica, termodinamica",Politecnico di Milano,4.7,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Rigid Body Dynamics,Korea Advanced Institute of Science and Technology(KAIST),4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,"íë ë¡ë´ê³µí, ê°ì¢ 3: ë¡ë´ ëì­í",Northwestern University,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Cyber-Physical Systems: Modeling and Simulation,"University of California, Santa Cruz",4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Thermodynamics and Phase Equilibria,Korea Advanced Institute of Science and Technology(KAIST),4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,IngenierÃ­a de la energÃ­a,Universidades AnÃ¡huac,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,"íë ë¡ë´ê³µí, ê°ì¢ 2: ë¡ë´ ê¸°êµ¬í",Northwestern University,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,AnÃ¡lisis cualitativo y cuantitativo del riesgo de desastres,Banco Interamericano de Desarrollo,4.4,7950.0,1 - 4 Weeks,Advanced,Paid,0.25,1,advanced,2.0,0
Coursera,Physical Science and Engineering,ææåå­¸ä¸ (Mechanics of Materials (1)),National Taiwan University,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Ciencia de datos energÃ©ticos,Universidad Nacional de Colombia,4.9,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,çæ´»ä¸­çé»æ³¢,National Taiwan University,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Introduction to Engineering Design,Starweaver,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Question Reality: Cosmos,Dartmouth College,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Designing and Simulating Physical Models,MathWorks,4.8,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Agile Systems Engineering Leadership,University of Colorado System,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Physics of Geometrical and Physical Optics,Rice University,4.8,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Shape and Property Control of Metals I & II,Arizona State University,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Energy: The Enterprise,University at Buffalo,4.8,1100.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Hazardous Waste Management,L&T EduTech,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Ø§ÙØªÙØ§ÙØ© ÙØ§ÙÙØ³ØªØ´Ø¹Ø±Ø§Øª Ø§ÙÙØ§ÙÙÙØ© - Ø§ÙØ¬Ø²Ø¡ Ø§ÙØ§ÙÙ,Technion - Israel Institute of Technology,4.2,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,0
Coursera,Physical Science and Engineering,Physics 101 - Energy and Momentum,Rice University,4.5,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Ø§ÙØªÙØ§ÙØ© ÙØ§ÙÙØ³ØªØ´Ø¹Ø±Ø§Øª Ø§ÙÙØ§ÙÙÙØ© - Ø§ÙØ¬Ø²Ø¡ Ø§ÙØ«Ø§ÙÙ,Technion - Israel Institute of Technology,4.6,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Physics of Light and Materials,Rice University,4.9,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,"CPS Design for Mechatronics, Healthcare, EV & Robotics",L&T EduTech,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Systems Engineering,MathWorks,4.8,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Engineering and Product Design Processes,Arizona State University,4.6,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Slope Engineering,The Hong Kong University of Science and Technology,4.7,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Optical Engineering,University of Colorado Boulder,4.3,7950.0,3 - 6 Months,Advanced,Paid,3.0,1,advanced,2.0,0
Coursera,Physical Science and Engineering,Fundamental Skills in Engineering Design,University of Leeds,4.7,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Software Engineering,The Hong Kong University of Science and Technology,4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),4.7,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Feature Engineering,Google Cloud,4.5,1800.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Automotive Industrial Engineering,Starweaver,4.3,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Prompt Engineering,Vanderbilt University,4.8,8700.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Engineering Project Management,Rice University,4.7,4800.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Prompt Engineering Mastery,AI CERTs,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,"Python, Bash and SQL Essentials for Data Engineering",Duke University,4.5,7950.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Applied Software Engineering Fundamentals,IBM,4.6,51000.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Introduction to Model-Based Systems Engineering,Siemens,4.1,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,DeepLearning.AI Data Engineering,Multiple educators,4.7,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Snowflake Data Engineering,Snowflake,4.8,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Introduction to Software Engineering,IBM,4.7,4500.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Real-World Engineering Management,Advancing Women in Tech,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Advanced Prompt Engineering Course,Simplilearn,4.6,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,The Basics of Rocket Science,University of Michigan,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Essentials of Prompt Engineering,Amazon Web Services,4.6,7950.0,1 - 4 Weeks,,Paid,0.25,1,,0.0,1
Coursera,Physical Science and Engineering,Foundations of Healthcare Systems Engineering,Johns Hopkins University,4.7,7950.0,1 - 4 Weeks,,Paid,0.25,1,,0.0,1
Coursera,Physical Science and Engineering,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,University of Rochester,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,"Data Engineering: Pipelines, ETL, Hadoop",Coursera,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,AI Engineering,Scrimba,4.5,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Anatomy of the Upper and Lower Extremities,Yale University,4.9,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Advanced Prompt Engineering for Everyone,Vanderbilt University,4.8,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Networking Fundamentals and Physical Networks,Packt,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Generative AI Software Engineering,Vanderbilt University,4.8,8500.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Prompt Engineering for ChatGPT,Vanderbilt University,4.8,7600.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Rocket Science for Everyone,Yale University,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Physical Red Teaming,Packt,4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Prompt Engineering with Llama 2&3,DeepLearning.AI,4.4,7950.0,2 Hours,Beginner,Paid,0.002777777777777778,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Microsoft AI & ML Engineering,Microsoft,4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Master of Science in Engineering Management,Northeastern University,4.6,7950.0,18 months,,Paid,18.0,1,,0.0,1
Coursera,Physical Science and Engineering,ChatGPT Prompt Engineering for Developers,DeepLearning.AI,4.7,2200.0,2 Hours,Beginner,Paid,0.002777777777777778,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Generative AI: Prompt Engineering Basics,IBM,4.8,7700.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Microwave engineering and antennas,Eindhoven University of Technology,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Fundamental Sports related Musculoskeletal Anatomy,The Chinese University of Hong Kong,4.5,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Teaching and Assessing Clinical Skills,University of Michigan,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Data Engineering on AWS - Foundations,Amazon Web Services,4.6,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Master of Science in Data Analytics Engineering,Northeastern University,4.6,7950.0,18 months,,Paid,18.0,1,,0.0,1
Coursera,Physical Science and Engineering,Generative AI Engineering with LLMs,IBM,4.5,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,The Science of Well-Being for Parents,Yale University,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Motors and Motor Control Circuits,University of Colorado Boulder,4.7,1400.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Wetland Science and Conservation,University of Illinois Urbana-Champaign,4.9,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,The Science of Well-Being for Teens,Yale University,4.8,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Physical Vitality in a Dynamic Workplace,University of Alberta,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Master of Engineering in Engineering Management,University of Colorado Boulder,4.6,7950.0,24 months,,Paid,24.0,1,,0.0,1
Coursera,Physical Science and Engineering,"Power System: Generation, Transmission and Protection",L&T EduTech,4.5,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Security Architecture and Engineering,Packt,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Financing and Initiating Major Engineering Projects,University of Leeds,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering of Structures: Tension and Compression,Dartmouth College,4.7,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Resilience Engineering and Leadership in Crisis,University of Colorado Boulder,4.6,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering Genetic Circuits: Modeling and Analysis,University of Colorado Boulder,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering of Structures: Shear and Bending,Dartmouth College,4.8,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Introduction to Process Safety and Risk Analysis,"University of California, Davis",4.9,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Chemical Hazards and Process Safety,"University of California, Davis",4.8,7950.0,3 - 6 Months,Advanced,Paid,3.0,1,advanced,2.0,1
Coursera,Physical Science and Engineering,Security Engineering and Cryptography,Packt,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Solar Energy and Electrical System Design,University at Buffalo,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Software Engineering: Implementation and Testing,The Hong Kong University of Science and Technology,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Applied Sustainability Engineering,University of Colorado Boulder,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Agile Systems Engineering,University of Colorado System,4.9,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering Genetic Circuits,University of Colorado Boulder,4.5,7950.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Master of Engineering in Computer Engineering,Dartmouth College,4.6,7950.0,27 months,,Paid,27.0,1,,0.0,1
Coursera,Physical Science and Engineering,Autonomous Vehicle Engineering,UniversitÃ  di Napoli Federico II,4.3,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Robotics Engineering & Applications,L&T EduTech,4.4,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,"Major Engineering Projects: Governance, Risk and Scope",University of Leeds,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Systems Engineering Fundamentals,University of Colorado System,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Software Engineering Tools and Practices,Codio,4.6,7950.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,GenAI Foundations and Prompt Engineering,Starweaver,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Systems Engineering and Program Management,University of Colorado Boulder,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Claude Code: Software Engineering with Generative AI Agents,Vanderbilt University,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Rocket Science 101,University of Michigan,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Design Basics of RCC Buildings,L&T EduTech,4.8,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Easing Physical Symptoms: It's Not Just Hospice Anymore,University of Colorado System,4.9,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Managing Major Engineering Projects,University of Leeds,4.7,1200.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Manufacturing & Engineering,Packt,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Major Engineering Project Performance,University of Leeds,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Advanced Prompt Engineering and Memory Management,Packt,4.6,7950.0,1 - 3 Months,Advanced,Paid,1.0,1,advanced,2.0,1
Coursera,Physical Science and Engineering,Chaos Engineering,KodeKloud,4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Engineering Genetic Circuits: Design,University of Colorado Boulder,4.5,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Engineering of Structures: Tension,Dartmouth College,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Emergent Phenomena in Science and Everyday Life,"University of California, Irvine",4.4,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,0
Coursera,Physical Science and Engineering,Python and Pandas for Data Engineering,Duke University,4.6,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Engineering of Structures: Compression,Dartmouth College,4.8,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Introduction to HSE Engineering,Khalifa University,4.7,7950.0,1 - 4 Weeks,Beginner,Free to Audit,0.25,0,beginner,0.0,1
Coursera,Physical Science and Engineering,Fundamentals of Flight mechanics,ISAE-SUPAERO,4.7,7950.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,NVIDIA: Prompt Engineering and Data Analysis,Whizlabs,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Generative AI and Prompt Engineering Essentials,Edureka,4.4,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Science of Diet and Exercise,National Academy of Sports Medicine,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering Probability and Statistics Part 1,Northeastern University,4.6,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,LLM Application Engineering and Development Certification,Simplilearn,3.2,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Engineering Project Management: Initiating and Planning,Rice University,4.7,3500.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Linux and Bash for Data Engineering,Duke University,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,GenAI Data Engineering and RAG Systems,Starweaver,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Cloud Machine Learning Engineering and MLOps,Duke University,4.5,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering Probability and Statistics Part 2,Northeastern University,4.6,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Flight mechanics - The basis,ISAE-SUPAERO,4.7,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,GenAI Model Development and Production Engineering,Starweaver,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Application Engineering and Development Part 2,Northeastern University,4.6,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Application Engineering and Development Part 1,Northeastern University,4.6,7950.0,1 - 3 Months,,Paid,1.0,1,,0.0,1
Coursera,Physical Science and Engineering,Steel Multi Storey Building - System Design,L&T EduTech,4.9,7950.0,3 - 6 Months,Advanced,Paid,3.0,1,advanced,2.0,1
Coursera,Physical Science and Engineering,MBSE: Model-Based Systems Engineering,University at Buffalo,4.4,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,0
Coursera,Physical Science and Engineering,Software Engineering: Software Design and Project Management,The Hong Kong University of Science and Technology,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Engineering Management Graduate Certificate,University of Colorado Boulder,4.6,7950.0,6 - 12 Months,,Paid,6.0,1,,0.0,1
Coursera,Physical Science and Engineering,AI Workflow: Feature Engineering and Bias Detection,IBM,4.4,7950.0,1 - 4 Weeks,Advanced,Paid,0.25,1,advanced,2.0,0
Coursera,Physical Science and Engineering,Data Processing and Feature Engineering with MATLAB,MathWorks,4.7,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,3.9,7950.0,1 - 4 Weeks,Advanced,Paid,0.25,1,advanced,2.0,0
Coursera,Physical Science and Engineering,Generative AI Engineering and Fine-Tuning Transformers,IBM,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Python Project: Software Engineering and Image Manipulation,University of Michigan,4.2,1500.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Applied Analytics Engineering and Visualization with dbt,Edureka,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Systems Engineering Fundamentals Part 2,University of Colorado System,4.6,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Wood Science: Beyond Building,West Virginia University,4.6,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,"Virtualization, Docker, and Kubernetes for Data Engineering",Duke University,3.8,7950.0,1 - 4 Weeks,Advanced,Paid,0.25,1,advanced,2.0,0
Coursera,Physical Science and Engineering,Introduction to Complexity Science,"Nanyang Technological University, Singapore",4.6,7950.0,1 - 3 Months,Beginner,Paid,1.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Advanced Data Engineering,Duke University,4.3,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Engineering Genetic Circuits: Abstraction Methods,University of Colorado Boulder,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
Coursera,Physical Science and Engineering,Drones for Environmental Science,Duke University,4.9,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Agentic prompt engineering,UiPath,4.5,7950.0,1 - 4 Weeks,Beginner,Paid,0.25,1,beginner,0.0,1
Coursera,Physical Science and Engineering,"Modern Robotics: Mechanics, Planning, and Control",Northwestern University,4.7,1200.0,3 - 6 Months,Intermediate,Paid,3.0,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Cloud Data Engineering,Duke University,4.1,7950.0,1 - 4 Weeks,Intermediate,Paid,0.25,1,intermediate,1.0,0
Coursera,Physical Science and Engineering,Akamai Network Engineering,"Akamai Technologies, Inc.",4.7,7950.0,3 - 6 Months,Beginner,Paid,3.0,1,beginner,0.0,1
Coursera,Physical Science and Engineering,Communicating Science,Illinois Tech,4.6,7950.0,1 - 3 Months,Intermediate,Paid,1.0,1,intermediate,1.0,1
